Site,Age (Ma),Genus,d18O,d13C
849,0.7440,CIB,4.15,-0.41
607,0.7448,CIB,4.09,-0.42
806,0.7450,CIB,4.28,-0.43
607,0.7478,CIB,4.41,-0.57
849,0.7480,CIB,4.13,-0.43
607,0.7513,CIB,4.55,-0.50
849,0.7520,CIB,4.19,-0.42
607,0.7548,CIB,4.53,-0.37
659,0.7550,CIB,4.66,
806,0.7550,CIB,4.38,-0.42
849,0.7560,CIB,4.28,-0.44
806,0.7570,CIB,4.30,-0.10
659,0.7580,CIB,4.75,
607,0.7583,CIB,4.48,-0.11
659,0.7600,CIB,4.47,
849,0.7600,CIB,4.28,-0.46
806,0.7610,CIB,3.93,-0.06
607,0.7618,CIB,4.37,-0.24
806,0.7630,CIB,3.99,-0.27
849,0.7640,CIB,4.17,-0.41
607,0.7653,CIB,4.32,-0.29
806,0.7660,CIB,4.11,-0.17
607,0.7671,CIB,4.20,-0.01
806,0.7680,CIB,4.12,-0.45
849,0.7680,CIB,4.05,-0.32
659,0.7690,CIB,4.14,
849,0.7720,CIB,3.88,-0.21
607,0.7741,CIB,3.96,0.26
659,0.7750,CIB,4.02,
849,0.7760,CIB,3.71,-0.07
607,0.7778,CIB,3.58,0.70
659,0.7800,CIB,3.71,
849,0.7800,CIB,3.59,-0.02
659,0.7840,CIB,3.27,
849,0.7840,CIB,3.60,-0.16
607,0.7848,CIB,3.75,0.08
607,0.7880,CIB,4.28,-0.43
659,0.7880,CIB,4.14,
849,0.7880,CIB,3.82,-0.34
659,0.7900,CIB,3.93,
607,0.7910,CIB,4.72,-0.42
849,0.7920,CIB,4.16,-0.50
659,0.7930,CIB,4.66,
659,0.7960,CIB,4.44,
849,0.7960,CIB,4.41,-0.55
607,0.7966,CIB,4.47,-0.54
607,0.7977,CIB,4.32,-0.56
607,0.7994,CIB,4.52,-0.25
659,0.8000,CIB,4.30,
849,0.8000,CIB,4.39,-0.51
607,0.8035,CIB,4.16,0.25
849,0.8040,CIB,4.31,-0.36
607,0.8050,CIB,4.19,0.34
659,0.8060,CIB,4.44,
659,0.8070,CIB,4.50,
849,0.8080,CIB,4.17,-0.27
607,0.8082,CIB,3.74,0.67
607,0.8110,CIB,3.67,0.55
659,0.8120,CIB,3.83,
849,0.8120,CIB,4.08,-0.25
659,0.8160,CIB,4.00,
849,0.8160,CIB,4.07,-0.27
607,0.8182,CIB,3.74,0.41
849,0.8200,CIB,4.05,-0.26
659,0.8220,CIB,3.58,
659,0.8240,CIB,3.92,
849,0.8240,CIB,3.90,-0.20
607,0.8253,CIB,3.81,0.43
849,0.8280,CIB,3.85,-0.20
659,0.8320,CIB,4.12,
849,0.8320,CIB,3.78,-0.26
607,0.8347,CIB,3.83,0.77
659,0.8360,CIB,3.81,
849,0.8360,CIB,3.78,-0.33
659,0.8400,CIB,3.67,
849,0.8400,CIB,3.73,-0.34
607,0.8430,CIB,3.56,0.69
659,0.8430,CIB,3.25,
849,0.8440,CIB,3.63,-0.30
607,0.8478,CIB,3.54,0.55
849,0.8480,CIB,3.59,-0.26
659,0.8510,CIB,3.87,
849,0.8520,CIB,3.61,-0.26
607,0.8527,CIB,3.33,0.68
849,0.8560,CIB,3.72,-0.39
607,0.8598,CIB,3.67,-0.34
659,0.8600,CIB,2.86,
849,0.8600,CIB,3.72,-0.42
607,0.8623,CIB,4.17,-0.29
849,0.8640,CIB,3.71,-0.36
659,0.8650,CIB,4.35,
607,0.8678,CIB,3.85,0.31
849,0.8680,CIB,4.20,-0.51
607,0.8720,CIB,4.64,-0.75
849,0.8720,CIB,4.56,-0.66
659,0.8730,CIB,4.60,
849,0.8760,CIB,4.59,-0.67
607,0.8781,CIB,4.40,-0.37
849,0.8800,CIB,4.53,-0.61
607,0.8812,CIB,3.81,-0.79
659,0.8840,CIB,4.74,
849,0.8840,CIB,4.42,-0.52
607,0.8843,CIB,4.34,-0.71
659,0.8870,CIB,4.28,
849,0.8880,CIB,4.38,-0.41
659,0.8900,CIB,4.31,
659,0.8900,CIB,4.52,
607,0.8904,CIB,3.93,-0.31
849,0.8920,CIB,4.40,-0.49
659,0.8930,CIB,4.28,
659,0.8960,CIB,4.13,
849,0.8960,CIB,4.30,-0.49
607,0.8966,CIB,4.10,0.51
659,0.8970,CIB,3.82,
849,0.9000,CIB,4.21,-0.45
659,0.9020,CIB,4.19,
607,0.9031,CIB,4.04,0.27
659,0.9040,CIB,3.90,
849,0.9040,CIB,4.14,-0.55
607,0.9058,CIB,4.11,0.46
659,0.9080,CIB,3.95,
849,0.9080,CIB,4.15,-0.70
607,0.9089,CIB,3.90,0.33
659,0.9090,CIB,3.77,
659,0.9110,CIB,3.79,
659,0.9110,CIB,4.19,
607,0.9119,CIB,4.09,-0.16
849,0.9120,CIB,4.23,-0.81
607,0.9134,CIB,4.06,-1.12
607,0.9150,CIB,4.48,-0.57
659,0.9160,CIB,4.57,
849,0.9160,CIB,4.28,-0.79
607,0.9186,CIB,3.37,0.03
849,0.9200,CIB,4.25,-0.76
607,0.9237,CIB,4.28,-0.08
659,0.9240,CIB,3.92,
849,0.9240,CIB,4.08,-0.60
607,0.9276,CIB,3.99,-0.12
849,0.9280,CIB,3.93,-0.52
659,0.9290,CIB,4.07,
607,0.9312,CIB,3.82,0.38
849,0.9320,CIB,3.83,-0.50
607,0.9336,CIB,3.81,0.77
659,0.9360,CIB,3.55,
659,0.9360,CIB,3.80,
849,0.9360,CIB,3.78,-0.40
659,0.9390,CIB,3.74,
849,0.9400,CIB,3.63,-0.17
607,0.9404,CIB,3.42,0.45
607,0.9440,CIB,3.51,0.49
659,0.9440,CIB,3.43,
659,0.9440,CIB,3.58,
849,0.9440,CIB,3.53,0.02
607,0.9464,CIB,3.38,0.57
849,0.9480,CIB,3.48,-0.12
659,0.9500,CIB,3.17,
607,0.9517,CIB,3.28,0.46
849,0.9520,CIB,3.45,-0.32
659,0.9530,CIB,2.95,
607,0.9549,CIB,3.29,0.69
659,0.9560,CIB,3.18,
849,0.9560,CIB,3.80,-0.50
607,0.9580,CIB,3.46,0.37
849,0.9600,CIB,4.06,-0.52
607,0.9600,CIB,4.48,-0.03
659,0.9620,CIB,4.23,
849,0.9640,CIB,4.22,-0.37
607,0.9641,CIB,4.42,0.20
607,0.9661,CIB,3.85,0.87
659,0.9670,CIB,4.10,
849,0.9680,CIB,4.13,-0.19
607,0.9705,CIB,4.09,0.48
659,0.9710,CIB,3.88,
849,0.9720,CIB,3.89,-0.16
607,0.9738,CIB,3.84,0.58
659,0.9760,CIB,3.45,
849,0.9760,CIB,3.85,-0.23
607,0.9776,CIB,3.81,0.79
659,0.9800,CIB,3.98,
849,0.9800,CIB,4.00,-0.29
607,0.9809,CIB,3.79,0.67
659,0.9840,CIB,3.95,
849,0.9840,CIB,4.02,-0.19
607,0.9852,CIB,3.97,0.18
659,0.9880,CIB,3.64,
849,0.9880,CIB,3.92,-0.06
607,0.9890,CIB,4.05,0.57
659,0.9890,CIB,4.25,
659,0.9920,CIB,3.67,
849,0.9920,CIB,3.90,-0.07
607,0.9926,CIB,3.87,0.91
659,0.9960,CIB,3.47,
849,0.9960,CIB,3.94,-0.13
607,0.9973,CIB,3.61,0.91
849,1.0000,CIB,4.01,-0.18
607,1.0014,CIB,3.77,0.82
607,1.0033,CIB,3.56,0.93
849,1.0040,CIB,4.13,-0.19
659,1.0050,CIB,4.41,
607,1.0073,CIB,4.12,0.40
849,1.0080,CIB,4.19,-0.13
607,1.0097,CIB,4.22,0.44
659,1.0100,CIB,3.90,
849,1.0120,CIB,4.06,-0.07
659,1.0130,CIB,3.98,
607,1.0140,CIB,3.90,0.93
849,1.0160,CIB,3.89,0.00
607,1.0165,CIB,3.72,0.61
659,1.0180,CIB,3.60,
607,1.0191,CIB,3.77,0.99
849,1.0200,CIB,3.75,0.05
607,1.0216,CIB,3.59,0.61
659,1.0220,CIB,3.89,
849,1.0240,CIB,3.72,0.02
607,1.0241,CIB,3.38,0.99
607,1.0249,CIB,3.68,1.13
659,1.0260,CIB,3.30,
607,1.0276,CIB,3.54,0.94
849,1.0280,CIB,3.83,-0.08
607,1.0299,CIB,3.77,0.95
659,1.0310,CIB,3.77,
659,1.0320,CIB,3.55,
849,1.0320,CIB,3.99,-0.16
607,1.0336,CIB,4.26,0.83
607,1.0343,CIB,4.28,0.95
659,1.0350,CIB,4.14,
607,1.0356,CIB,4.46,1.00
849,1.0360,CIB,4.21,-0.23
607,1.0373,CIB,4.39,0.85
659,1.0380,CIB,4.08,
849,1.0400,CIB,4.38,-0.28
607,1.0409,CIB,4.51,0.78
849,1.0440,CIB,4.36,-0.36
659,1.0480,CIB,4.36,
849,1.0480,CIB,4.20,-0.54
607,1.0481,CIB,3.85,-0.28
607,1.0517,CIB,3.94,-0.02
659,1.0520,CIB,3.81,
849,1.0520,CIB,4.14,-0.51
659,1.0540,CIB,3.84,
659,1.0560,CIB,3.71,
849,1.0560,CIB,4.02,-0.37
607,1.0569,CIB,3.88,0.76
659,1.0600,CIB,3.18,
849,1.0600,CIB,3.83,-0.21
607,1.0609,CIB,3.14,1.00
607,1.0628,CIB,3.14,1.06
659,1.0640,CIB,3.25,
849,1.0640,CIB,3.56,-0.07
607,1.0659,CIB,2.93,0.94
659,1.0680,CIB,2.98,
849,1.0680,CIB,3.34,0.02
607,1.0694,CIB,2.99,0.85
849,1.0720,CIB,3.38,0.08
607,1.0730,CIB,3.20,0.89
659,1.0740,CIB,3.31,
849,1.0760,CIB,3.59,0.08
607,1.0778,CIB,3.32,0.91
659,1.0780,CIB,3.81,
659,1.0800,CIB,3.53,
849,1.0800,CIB,3.75,0.00
849,1.0840,CIB,3.87,-0.06
659,1.0870,CIB,3.53,
607,1.0873,CIB,3.69,0.77
849,1.0880,CIB,3.88,-0.19
849,1.0920,CIB,4.01,-0.30
607,1.0921,CIB,3.84,1.03
659,1.0930,CIB,3.79,
607,1.0947,CIB,3.75,0.50
849,1.0960,CIB,4.16,-0.32
607,1.0991,CIB,3.59,0.93
849,1.1000,CIB,4.03,-0.20
607,1.1017,CIB,3.75,0.62
659,1.1030,CIB,3.91,
849,1.1040,CIB,3.95,-0.08
659,1.1060,CIB,3.77,
607,1.1071,CIB,3.53,0.89
849,1.1080,CIB,3.93,-0.02
607,1.1106,CIB,3.43,0.95
659,1.1110,CIB,3.72,
849,1.1120,CIB,3.98,-0.15
607,1.1160,CIB,3.83,0.80
849,1.1160,CIB,4.04,-0.27
659,1.1170,CIB,3.92,
849,1.1200,CIB,4.17,-0.37
607,1.1237,CIB,4.17,0.24
849,1.1240,CIB,4.24,-0.37
607,1.1275,CIB,4.63,-0.60
849,1.1280,CIB,4.21,-0.33
607,1.1293,CIB,4.15,0.09
659,1.1320,CIB,4.67,
849,1.1320,CIB,4.19,-0.31
607,1.1331,CIB,3.98,0.54
849,1.1360,CIB,4.18,-0.35
607,1.1375,CIB,3.83,0.27
849,1.1400,CIB,4.09,-0.37
607,1.1433,CIB,3.78,0.46
849,1.1440,CIB,3.98,-0.33
659,1.1450,CIB,3.72,
607,1.1472,CIB,3.67,0.92
659,1.1480,CIB,3.83,
849,1.1480,CIB,3.89,-0.15
659,1.1500,CIB,3.98,
607,1.1505,CIB,3.40,0.94
849,1.1520,CIB,3.84,-0.07
659,1.1550,CIB,3.82,
849,1.1560,CIB,3.76,-0.11
659,1.1590,CIB,3.70,
849,1.1600,CIB,3.75,-0.09
607,1.1602,CIB,3.37,1.07
659,1.1630,CIB,3.39,
849,1.1640,CIB,3.74,0.01
607,1.1658,CIB,3.39,0.97
659,1.1660,CIB,3.85,
849,1.1680,CIB,3.66,0.07
607,1.1697,CIB,3.41,1.06
659,1.1700,CIB,3.61,
849,1.1720,CIB,3.59,0.10
607,1.1730,CIB,3.49,0.94
659,1.1740,CIB,3.33,
607,1.1758,CIB,3.72,1.01
849,1.1760,CIB,3.66,0.11
659,1.1780,CIB,3.36,
607,1.1791,CIB,3.31,0.91
849,1.1800,CIB,3.82,0.10
607,1.1812,CIB,3.36,0.92
659,1.1820,CIB,3.60,
849,1.1840,CIB,3.88,0.12
607,1.1855,CIB,3.43,0.74
659,1.1860,CIB,3.09,
849,1.1880,CIB,3.87,0.03
607,1.1888,CIB,4.09,0.89
659,1.1890,CIB,3.26,
607,1.1899,CIB,3.54,0.74
849,1.1920,CIB,3.94,-0.18
607,1.1927,CIB,4.14,0.55
659,1.1930,CIB,3.45,
607,1.1960,CIB,4.16,0.47
849,1.1960,CIB,4.08,-0.27
607,1.1965,CIB,4.19,0.47
659,1.1970,CIB,3.94,
849,1.2000,CIB,4.20,-0.29
607,1.2004,CIB,4.43,0.13
659,1.2030,CIB,4.09,
849,1.2040,CIB,4.35,-0.31
607,1.2042,CIB,4.43,0.48
607,1.2060,CIB,4.31,0.17
659,1.2060,CIB,4.15,
849,1.2080,CIB,4.41,-0.35
607,1.2081,CIB,4.21,0.26
659,1.2110,CIB,4.69,
607,1.2119,CIB,4.22,-0.21
849,1.2120,CIB,4.33,-0.34
659,1.2130,CIB,4.57,
607,1.2137,CIB,4.50,0.48
849,1.2160,CIB,4.11,-0.27
659,1.2170,CIB,3.71,
607,1.2176,CIB,4.15,0.27
659,1.2180,CIB,3.70,
607,1.2196,CIB,4.06,0.37
849,1.2200,CIB,3.83,-0.07
659,1.2220,CIB,4.14,
607,1.2240,CIB,3.78,0.56
849,1.2240,CIB,3.60,0.15
659,1.2260,CIB,3.52,
607,1.2276,CIB,3.60,0.83
849,1.2280,CIB,3.46,0.16
659,1.2300,CIB,3.11,
607,1.2317,CIB,3.18,0.92
849,1.2320,CIB,3.35,0.12
659,1.2340,CIB,3.12,
607,1.2358,CIB,3.11,0.88
849,1.2360,CIB,3.35,0.12
607,1.2399,CIB,3.20,0.64
849,1.2400,CIB,3.43,0.00
659,1.2410,CIB,3.32,
607,1.2440,CIB,3.16,0.63
659,1.2440,CIB,4.20,
849,1.2440,CIB,3.71,-0.30
659,1.2480,CIB,4.50,
849,1.2480,CIB,4.03,-0.46
607,1.2488,CIB,4.36,-0.09
607,1.2499,CIB,4.43,-0.30
659,1.2520,CIB,4.32,
849,1.2520,CIB,4.10,-0.41
607,1.2523,CIB,4.51,-0.51
659,1.2530,CIB,4.01,
607,1.2536,CIB,4.48,-0.51
607,1.2550,CIB,4.40,0.45
849,1.2560,CIB,4.14,-0.22
607,1.2570,CIB,4.22,0.30
659,1.2580,CIB,3.60,
659,1.2600,CIB,3.86,
849,1.2600,CIB,4.11,-0.14
849,1.2640,CIB,3.92,-0.17
607,1.2642,CIB,3.90,0.82
659,1.2670,CIB,3.92,
607,1.2675,CIB,3.81,0.74
849,1.2680,CIB,3.75,-0.13
659,1.2700,CIB,3.28,
607,1.2718,CIB,3.75,1.16
849,1.2720,CIB,3.70,-0.09
659,1.2750,CIB,3.37,
607,1.2757,CIB,3.88,1.14
849,1.2760,CIB,3.69,-0.12
659,1.2790,CIB,3.37,
849,1.2800,CIB,3.75,-0.21
607,1.2817,CIB,3.92,1.01
659,1.2840,CIB,3.88,
849,1.2840,CIB,3.93,-0.30
659,1.2850,CIB,3.73,
607,1.2852,CIB,3.82,0.60
849,1.2880,CIB,4.16,-0.41
607,1.2891,CIB,4.35,0.48
659,1.2910,CIB,4.31,
607,1.2919,CIB,4.35,0.04
849,1.2920,CIB,4.16,-0.42
607,1.2929,CIB,4.24,0.28
849,1.2960,CIB,4.04,-0.35
607,1.2967,CIB,3.99,0.59
659,1.3000,CIB,4.18,
849,1.3000,CIB,3.97,-0.18
607,1.3006,CIB,3.64,0.83
607,1.3039,CIB,3.65,0.88
849,1.3040,CIB,3.95,0.00
607,1.3056,CIB,3.56,1.19
849,1.3080,CIB,3.95,0.03
607,1.3091,CIB,3.54,0.99
849,1.3120,CIB,3.87,0.03
607,1.3144,CIB,3.94,1.10
659,1.3150,CIB,3.70,
849,1.3160,CIB,3.78,-0.01
607,1.3172,CIB,3.88,0.51
849,1.3200,CIB,3.84,-0.10
607,1.3205,CIB,4.00,0.42
607,1.3237,CIB,3.38,1.15
849,1.3240,CIB,4.02,-0.18
607,1.3269,CIB,4.05,0.23
659,1.3270,CIB,3.93,
849,1.3280,CIB,4.10,-0.36
607,1.3301,CIB,3.78,1.10
849,1.3320,CIB,4.08,-0.47
607,1.3334,CIB,4.13,0.25
659,1.3360,CIB,4.31,
849,1.3360,CIB,4.09,-0.45
607,1.3366,CIB,4.26,0.27
607,1.3379,CIB,4.09,0.44
849,1.3400,CIB,4.04,-0.34
659,1.3410,CIB,3.71,
607,1.3427,CIB,3.49,0.94
659,1.3440,CIB,3.51,
849,1.3440,CIB,3.86,-0.12
607,1.3458,CIB,3.57,1.00
849,1.3480,CIB,3.59,0.10
607,1.3503,CIB,3.20,1.23
849,1.3520,CIB,3.47,0.16
607,1.3543,CIB,3.09,1.02
659,1.3550,CIB,3.09,
849,1.3560,CIB,3.50,0.08
607,1.3588,CIB,3.37,1.13
659,1.3590,CIB,3.24,
849,1.3600,CIB,3.67,-0.04
607,1.3620,CIB,3.71,0.99
659,1.3630,CIB,3.74,
607,1.3636,CIB,3.84,1.02
849,1.3640,CIB,3.99,-0.18
607,1.3651,CIB,4.09,0.98
607,1.3665,CIB,4.21,0.87
659,1.3670,CIB,3.62,
849,1.3680,CIB,4.14,-0.27
607,1.3689,CIB,4.19,0.27
607,1.3699,CIB,4.17,1.10
659,1.3720,CIB,4.25,
849,1.3720,CIB,4.12,-0.27
607,1.3751,CIB,3.71,1.00
659,1.3760,CIB,4.00,
849,1.3760,CIB,4.12,-0.30
607,1.3796,CIB,3.75,0.93
849,1.3800,CIB,3.91,-0.06
659,1.3820,CIB,4.28,
849,1.3840,CIB,3.71,0.17
607,1.3848,CIB,3.54,1.02
659,1.3870,CIB,3.62,
849,1.3880,CIB,3.68,0.20
659,1.3900,CIB,2.71,
607,1.3901,CIB,3.48,1.11
849,1.3920,CIB,3.68,0.18
659,1.3930,CIB,3.86,
607,1.3953,CIB,3.38,1.13
849,1.3960,CIB,3.68,0.13
659,1.3980,CIB,2.97,
849,1.4000,CIB,3.69,-0.04
607,1.4006,CIB,3.59,1.05
659,1.4030,CIB,3.21,
849,1.4040,CIB,3.71,-0.18
607,1.4058,CIB,4.05,1.04
659,1.4080,CIB,3.49,
849,1.4080,CIB,3.78,-0.20
607,1.4117,CIB,4.15,0.72
849,1.4120,CIB,3.97,-0.28
659,1.4130,CIB,3.99,
849,1.4160,CIB,4.00,-0.27
659,1.4180,CIB,4.19,
849,1.4200,CIB,3.93,-0.17
607,1.4208,CIB,3.88,0.42
849,1.4240,CIB,3.90,-0.12
607,1.4249,CIB,4.10,0.61
659,1.4250,CIB,4.30,
849,1.4280,CIB,3.85,-0.02
659,1.4300,CIB,2.99,
659,1.4320,CIB,3.13,
849,1.4320,CIB,3.70,0.09
659,1.4340,CIB,3.43,
607,1.4341,CIB,3.62,1.09
849,1.4360,CIB,3.55,0.11
659,1.4370,CIB,3.39,
849,1.4400,CIB,3.46,0.04
607,1.4403,CIB,3.23,1.06
659,1.4440,CIB,3.37,
849,1.4440,CIB,3.39,-0.10
659,1.4460,CIB,3.29,
607,1.4466,CIB,3.33,1.03
659,1.4480,CIB,3.16,
849,1.4480,CIB,3.43,-0.23
659,1.4510,CIB,3.32,
849,1.4520,CIB,3.50,-0.20
607,1.4528,CIB,3.48,0.46
659,1.4550,CIB,3.30,
849,1.4560,CIB,3.56,-0.19
607,1.4567,CIB,4.04,-0.07
607,1.4584,CIB,4.26,-0.04
659,1.4590,CIB,4.34,
607,1.4593,CIB,3.93,0.10
849,1.4600,CIB,3.96,-0.41
607,1.4613,CIB,4.38,0.00
607,1.4623,CIB,4.34,0.10
849,1.4640,CIB,4.16,-0.49
607,1.4644,CIB,4.11,0.44
659,1.4650,CIB,4.19,
607,1.4679,CIB,3.56,0.98
849,1.4680,CIB,4.11,-0.31
659,1.4690,CIB,3.85,
849,1.4720,CIB,3.71,0.00
659,1.4730,CIB,4.41,
849,1.4760,CIB,3.45,0.17
659,1.4770,CIB,3.91,
607,1.4779,CIB,3.31,0.89
849,1.4800,CIB,3.48,0.25
849,1.4840,CIB,3.46,0.30
659,1.4850,CIB,3.26,
607,1.4880,CIB,3.34,1.15
659,1.4880,CIB,3.27,
849,1.4880,CIB,3.44,0.34
849,1.4920,CIB,3.89,-0.03
607,1.4930,CIB,3.38,0.77
659,1.4930,CIB,3.83,
659,1.4960,CIB,3.68,
659,1.4960,CIB,4.15,
849,1.4960,CIB,4.11,-0.21
659,1.4990,CIB,4.62,
849,1.5000,CIB,4.22,-0.19
607,1.5004,CIB,4.27,0.57
659,1.5030,CIB,3.97,
607,1.5031,CIB,4.37,0.53
849,1.5040,CIB,4.37,-0.16
659,1.5060,CIB,3.99,
659,1.5080,CIB,3.86,
849,1.5080,CIB,4.32,-0.15
607,1.5088,CIB,4.44,0.56
607,1.5115,CIB,4.22,0.29
849,1.5120,CIB,4.20,-0.13
659,1.5130,CIB,3.63,
607,1.5144,CIB,4.00,0.60
607,1.5160,CIB,4.08,0.96
659,1.5160,CIB,3.83,
849,1.5160,CIB,3.99,-0.01
607,1.5174,CIB,4.00,1.01
849,1.5200,CIB,3.78,0.15
607,1.5204,CIB,3.64,1.22
607,1.5233,CIB,3.58,1.05
849,1.5240,CIB,3.73,0.19
659,1.5250,CIB,3.52,
607,1.5263,CIB,3.66,1.17
607,1.5279,CIB,3.62,0.94
849,1.5280,CIB,3.87,-0.16
659,1.5320,CIB,4.80,
849,1.5320,CIB,4.00,-0.34
607,1.5335,CIB,4.27,0.04
849,1.5360,CIB,4.20,-0.45
659,1.5390,CIB,3.83,
607,1.5397,CIB,4.42,0.13
849,1.5400,CIB,4.34,-0.49
607,1.5426,CIB,4.21,0.10
659,1.5430,CIB,4.15,
849,1.5440,CIB,4.28,-0.42
607,1.5472,CIB,4.08,0.76
849,1.5480,CIB,4.10,-0.25
659,1.5490,CIB,4.07,
607,1.5493,CIB,3.91,0.88
849,1.5520,CIB,3.87,-0.09
607,1.5553,CIB,3.92,1.14
659,1.5560,CIB,3.90,
849,1.5560,CIB,3.66,0.04
607,1.5568,CIB,3.70,0.96
607,1.5581,CIB,3.54,1.04
849,1.5600,CIB,3.54,0.07
607,1.5613,CIB,3.44,0.95
659,1.5630,CIB,3.27,
607,1.5638,CIB,3.50,1.15
849,1.5640,CIB,3.63,0.02
607,1.5662,CIB,3.53,1.12
659,1.5670,CIB,3.87,
607,1.5679,CIB,3.59,0.81
849,1.5680,CIB,3.84,-0.11
659,1.5710,CIB,3.88,
607,1.5712,CIB,3.97,1.00
849,1.5720,CIB,4.00,-0.19
607,1.5730,CIB,4.16,0.96
849,1.5760,CIB,4.07,-0.20
607,1.5767,CIB,4.39,0.92
659,1.5790,CIB,3.71,
607,1.5796,CIB,4.34,0.82
849,1.5800,CIB,4.08,-0.24
607,1.5829,CIB,4.20,0.76
849,1.5840,CIB,4.00,-0.19
607,1.5858,CIB,4.03,0.86
659,1.5880,CIB,4.49,
849,1.5880,CIB,3.85,-0.18
607,1.5895,CIB,3.94,1.07
849,1.5920,CIB,3.75,-0.23
607,1.5929,CIB,3.70,1.11
849,1.5960,CIB,3.66,-0.01
659,1.5980,CIB,3.34,
607,1.5995,CIB,3.94,0.97
849,1.6000,CIB,3.52,0.23
607,1.6010,CIB,3.90,1.22
659,1.6020,CIB,3.44,
849,1.6040,CIB,3.40,0.29
659,1.6060,CIB,3.66,
607,1.6066,CIB,3.45,1.30
849,1.6080,CIB,3.37,0.19
849,1.6120,CIB,3.42,0.07
607,1.6123,CIB,3.53,1.19
659,1.6150,CIB,3.88,
849,1.6160,CIB,3.61,0.01
607,1.6161,CIB,3.52,1.12
607,1.6189,CIB,3.82,1.24
659,1.6190,CIB,3.66,
849,1.6200,CIB,3.76,0.09
659,1.6220,CIB,3.51,
607,1.6227,CIB,3.95,1.04
849,1.6240,CIB,3.83,0.15
607,1.6260,CIB,3.62,1.12
659,1.6270,CIB,3.94,
849,1.6280,CIB,3.92,0.16
607,1.6293,CIB,3.79,1.02
849,1.6320,CIB,3.87,0.17
607,1.6326,CIB,3.87,0.92
607,1.6340,CIB,3.79,1.25
659,1.6340,CIB,3.51,
849,1.6360,CIB,3.59,0.20
607,1.6393,CIB,3.50,1.15
659,1.6400,CIB,3.28,
849,1.6400,CIB,3.62,0.15
607,1.6430,CIB,3.79,1.30
849,1.6440,CIB,3.80,0.02
607,1.6459,CIB,3.94,1.28
659,1.6460,CIB,3.56,
659,1.6480,CIB,3.96,
849,1.6480,CIB,4.09,-0.14
659,1.6520,CIB,4.42,
849,1.6520,CIB,4.30,-0.23
607,1.6524,CIB,4.38,1.19
607,1.6557,CIB,4.23,1.25
849,1.6560,CIB,4.26,-0.26
659,1.6580,CIB,3.99,
849,1.6600,CIB,4.16,-0.18
607,1.6623,CIB,4.32,0.80
659,1.6630,CIB,4.06,
849,1.6640,CIB,4.02,-0.08
607,1.6656,CIB,4.34,1.04
849,1.6680,CIB,3.83,-0.04
659,1.6690,CIB,4.39,
607,1.6704,CIB,3.79,1.21
659,1.6710,CIB,4.18,
849,1.6720,CIB,3.70,0.05
659,1.6750,CIB,4.38,
607,1.6754,CIB,3.73,1.29
849,1.6760,CIB,3.67,0.08
607,1.6787,CIB,3.43,1.17
659,1.6790,CIB,3.98,
849,1.6800,CIB,3.71,-0.03
607,1.6819,CIB,3.50,1.19
659,1.6830,CIB,3.53,
849,1.6840,CIB,3.81,-0.28
607,1.6852,CIB,3.74,1.17
659,1.6870,CIB,3.46,
849,1.6880,CIB,3.89,-0.39
607,1.6885,CIB,3.59,1.06
659,1.6890,CIB,3.82,
659,1.6900,CIB,3.57,
607,1.6918,CIB,3.94,0.55
659,1.6920,CIB,3.49,
849,1.6920,CIB,3.89,-0.33
607,1.6951,CIB,3.61,0.84
659,1.6960,CIB,3.77,
849,1.6960,CIB,3.94,-0.46
607,1.6979,CIB,4.14,0.29
849,1.7000,CIB,4.10,-0.57
607,1.7003,CIB,4.24,0.49
659,1.7010,CIB,4.32,
659,1.7040,CIB,4.06,
849,1.7040,CIB,4.07,-0.47
607,1.7053,CIB,3.74,0.56
659,1.7060,CIB,3.88,
607,1.7078,CIB,3.56,0.94
849,1.7080,CIB,3.86,-0.29
659,1.7090,CIB,4.12,
849,1.7120,CIB,3.73,-0.19
607,1.7124,CIB,3.54,0.82
659,1.7140,CIB,3.38,
607,1.7153,CIB,3.72,0.72
849,1.7160,CIB,3.80,-0.21
659,1.7170,CIB,3.78,
659,1.7190,CIB,3.67,
607,1.7199,CIB,4.08,0.40
849,1.7200,CIB,3.83,-0.29
607,1.7228,CIB,3.69,0.89
659,1.7230,CIB,3.61,
849,1.7240,CIB,3.84,-0.32
607,1.7257,CIB,3.74,0.77
659,1.7280,CIB,4.23,
849,1.7280,CIB,3.88,-0.31
607,1.7294,CIB,3.49,0.91
659,1.7320,CIB,3.57,
849,1.7320,CIB,3.60,-0.25
607,1.7327,CIB,3.53,0.44
659,1.7350,CIB,3.40,
607,1.7358,CIB,3.86,0.86
659,1.7360,CIB,3.36,
849,1.7360,CIB,3.38,-0.19
659,1.7390,CIB,3.33,
849,1.7400,CIB,3.50,-0.22
607,1.7416,CIB,3.90,0.96
659,1.7430,CIB,4.56,
849,1.7440,CIB,3.73,-0.31
607,1.7443,CIB,3.79,0.75
607,1.7474,CIB,4.07,0.17
849,1.7480,CIB,3.83,-0.31
659,1.7490,CIB,3.67,
607,1.7501,CIB,3.84,0.27
659,1.7510,CIB,3.62,
849,1.7520,CIB,3.75,-0.24
607,1.7530,CIB,4.13,0.62
659,1.7550,CIB,3.48,
607,1.7551,CIB,3.26,1.11
849,1.7560,CIB,3.60,-0.05
607,1.7580,CIB,3.37,0.99
